,PLZ,BFS-Nr,Gemeindename,Kantonskürzel,Sprache,pop_PLZ,pop_BFS,PLZ_check,pop_BFS_real,PLZ_to_BFS_factor
1736,4917,325,Busswil bei Melchnau,BE,de,1662.0,177.0,True,177.0,0.10649819494584838
1737,4917,333,Melchnau,BE,de,1662.0,1488.0,True,1488.0,0.8953068592057761
1738,4919,336,Reisiswil,BE,de,176.0,173.0,True,173.0,0.9829545454545454
1739,4922,342,Thunstetten,BE,de,3495.0,3458.0,True,3458.0,0.9894134477825465
1740,4923,345,Wynau,BE,de,1575.0,1624.0,True,1624.0,1.031111111111111
1741,4924,329,Langenthal,BE,de,418.0,15544.0,True,418.0,1.0
1729,4900,329,Langenthal,BE,de,15384.0,15544.0,True,15384.0,1.0
1735,4916,329,Langenthal,BE,de,157.0,15544.0,True,157.0,1.0
1744,4933,340,Rütschelen,BE,de,564.0,564.0,True,564.0,1.0
1747,4936,332,Madiswil,BE,de,550.0,3284.0,True,550.0,1.0
1743,4932,332,Madiswil,BE,de,2819.0,3284.0,True,156.0,0.05533877261440227
1742,4932,331,Lotzwil,BE,de,2819.0,2663.0,True,2663.0,0.9446612273855978
1745,4934,332,Madiswil,BE,de,2290.0,3284.0,True,2290.0,1.0
1746,4935,332,Madiswil,BE,de,326.0,3284.0,True,326.0,1.0
1748,4937,344,Ursenbach,BE,de,801.0,881.0,True,881.0,1.0998751560549314
1749,4938,338,Rohrbach,BE,de,1949.0,1520.0,True,1520.0,0.779887121600821
1750,4938,339,Rohrbachgraben,BE,de,1949.0,390.0,True,390.0,0.20010261672652643
1751,4942,959,Walterswil (BE),BE,de,369.0,540.0,True,369.0,1.0
1206,3464,959,Walterswil (BE),BE,de,340.0,540.0,True,340.0,1.0
1752,4943,335,Oeschenbach,BE,de,256.0,220.0,True,220.0,0.859375
1753,4944,322,Auswil,BE,de,417.0,448.0,True,448.0,1.0743405275779376
1755,4952,953,Eriswil,BE,de,1379.0,1358.0,True,1358.0,0.9847715736040609
1756,4953,954,Huttwil,BE,de,313.0,5009.0,True,313.0,1.0
1754,4950,954,Huttwil,BE,de,4706.0,5009.0,True,4706.0,1.0
1757,4954,960,Wyssachen,BE,de,1073.0,1103.0,True,1103.0,1.0279589934762348
1758,4955,326,Gondiswil,BE,de,711.0,711.0,True,711.0,1.0
1761,5012,2574,Eppenberg-Wöschnau,SO,de,5368.0,311.0,True,311.0,0.05793591654247392
1762,5012,2583,Schönenwerd,SO,de,5368.0,5057.0,True,5057.0,0.9420640834575261
1763,5013,2495,Niedergösgen,SO,de,3897.0,3897.0,True,3897.0,1.0
1764,5014,2576,Gretzenbach,SO,de,2739.0,2772.0,True,2772.0,1.0120481927710843
1765,5015,2503,Erlinsbach (SO),SO,de,3570.0,3572.0,True,3572.0,1.0005602240896359
1767,5018,4005,Erlinsbach (AG),AG,de,4392.0,4400.0,True,4392.0,1.0
1766,5017,4005,Erlinsbach (AG),AG,de,10.0,4400.0,True,10.0,1.0
1769,5023,4002,Biberstein,AG,de,1588.0,1588.0,True,1588.0,1.0
1770,5024,4008,Küttigen,AG,de,3777.0,6295.0,True,3777.0,1.0
1768,5022,4008,Küttigen,AG,de,2518.0,6295.0,True,2518.0,1.0
1772,5026,4004,Densbüren,AG,de,459.0,728.0,True,459.0,1.0
1771,5025,4004,Densbüren,AG,de,273.0,728.0,True,273.0,1.0
1773,5027,4166,Herznach,AG,de,1568.0,1568.0,True,1568.0,1.0
1774,5028,4179,Ueken,AG,de,909.0,909.0,True,909.0,1.0
1775,5032,4001,Aarau,AG,de,4119.0,21726.0,True,4119.0,1.0
1759,5000,4001,Aarau,AG,de,15603.0,21726.0,True,15603.0,1.0
1760,5004,4001,Aarau,AG,de,2004.0,21726.0,True,2004.0,1.0
1776,5033,4003,Buchs (AG),AG,de,8121.0,8121.0,True,8121.0,1.0
1777,5034,4012,Suhr,AG,de,10724.0,10724.0,True,10724.0,1.0
1778,5035,4013,Unterentfelden,AG,de,4382.0,4382.0,True,4382.0,1.0
1779,5036,4010,Oberentfelden,AG,de,8568.0,8568.0,True,8568.0,1.0
1780,5037,4009,Muhen,AG,de,3985.0,3985.0,True,3985.0,1.0
1781,5040,4144,Schöftland,AG,de,4468.0,4468.0,True,4468.0,1.0
1782,5042,4007,Hirschthal,AG,de,1645.0,1645.0,True,1645.0,1.0
1783,5043,4136,Holziken,AG,de,1543.0,1543.0,True,1543.0,1.0
1784,5044,4142,Schlossrued,AG,de,822.0,822.0,True,822.0,1.0
1785,5046,4143,Schmiedrued,AG,de,1189.0,1160.0,True,1160.0,0.975609756097561
1786,5053,4284,Staffelbach,AG,de,1309.0,1309.0,True,1309.0,1.0
1787,5054,4275,Kirchleerau,AG,de,1813.0,898.0,True,898.0,0.49531163816878104
1788,5054,4277,Moosleerau,AG,de,1813.0,915.0,True,915.0,0.504688361831219
1790,5057,4281,Reitnau,AG,de,1233.0,1519.0,True,1233.0,1.0
1789,5056,4281,Reitnau,AG,de,286.0,1519.0,True,286.0,1.0
1791,5058,4288,Wiliberg,AG,de,167.0,167.0,True,167.0,1.0
1792,5062,4173,Oberhof,AG,de,570.0,570.0,True,570.0,1.0
1793,5063,4182,Wölflinswil,AG,de,1035.0,1033.0,True,1033.0,0.9980676328502416
1794,5064,4181,Wittnau,AG,de,1365.0,1365.0,True,1365.0,1.0
1795,5070,4163,Frick,AG,de,5629.0,5629.0,True,5629.0,1.0
1796,5072,4175,Oeschgen,AG,de,1049.0,1049.0,True,1049.0,1.0
1797,5073,4165,Gipf-Oberfrick,AG,de,3725.0,3731.0,True,3731.0,1.0016107382550337
1798,5074,4161,Eiken,AG,de,2331.0,2331.0,True,2331.0,1.0
1802,5078,4185,Böztal,AG,de,634.0,,True,634.0,1.0
1799,5075,4185,Böztal,AG,de,1021.0,,True,1021.0,1.0
1800,5076,4185,Böztal,AG,de,804.0,,True,804.0,1.0
1801,5077,4185,Böztal,AG,de,298.0,,True,298.0,1.0
1803,5079,4183,Zeihen,AG,de,1170.0,1170.0,True,1170.0,1.0
1806,5083,4169,Kaisten,AG,de,249.0,2754.0,True,249.0,1.0
1805,5082,4169,Kaisten,AG,de,2496.0,2754.0,True,2496.0,1.0
1808,5085,4170,Laufenburg,AG,de,978.0,3659.0,True,978.0,1.0
1804,5080,4170,Laufenburg,AG,de,2484.0,3659.0,True,2484.0,1.0
1807,5084,4170,Laufenburg,AG,de,206.0,3659.0,True,206.0,1.0
1809,5102,4206,Rupperswil,AG,de,5603.0,5618.0,True,5618.0,1.0026771372479029
1810,5103,4203,Möriken-Wildegg,AG,de,4605.0,4561.0,True,4561.0,0.9904451682953311
1811,5105,4091,Auenstein,AG,de,1613.0,1613.0,True,1613.0,1.0
1812,5106,4120,Veltheim (AG),AG,de,1526.0,1526.0,True,1526.0,1.0
1814,5108,4125,Schinznach,AG,de,499.0,2319.0,True,499.0,1.0
1813,5107,4125,Schinznach,AG,de,1837.0,2319.0,True,1837.0,1.0
1815,5112,4117,Thalheim (AG),AG,de,820.0,820.0,True,820.0,1.0
1816,5113,4199,Holderbank (AG),AG,de,1408.0,1408.0,True,1408.0,1.0
1819,5210,4123,Windisch,AG,de,7764.0,7733.0,True,7733.0,0.9960072127769191
1820,5212,4100,Hausen (AG),AG,de,3703.0,3734.0,True,3734.0,1.0083715906022144
1821,5213,4122,Villnachern,AG,de,1633.0,1654.0,True,1654.0,1.0128597672994488
1822,5222,4095,Brugg,AG,de,1349.0,12738.0,True,1349.0,1.0
1817,5116,4095,Brugg,AG,de,1329.0,12738.0,True,1329.0,1.0
1818,5200,4095,Brugg,AG,de,10067.0,12738.0,True,10067.0,1.0
1823,5223,4111,Riniken,AG,de,1482.0,1482.0,True,1482.0,1.0
1824,5225,4124,Bözberg,AG,de,1652.0,1663.0,True,1663.0,1.0066585956416465
1826,5234,4121,Villigen,AG,de,1590.0,2120.0,True,1590.0,1.0
1825,5233,4121,Villigen,AG,de,530.0,2120.0,True,530.0,1.0
1827,5235,4112,Rüfenach,AG,de,860.0,863.0,True,863.0,1.0034883720930232
1828,5236,4110,Remigen,AG,de,1324.0,1326.0,True,1326.0,1.001510574018127
1829,5237,4106,Mönthal,AG,de,404.0,393.0,True,393.0,0.9727722772277227
1832,5243,4107,Mülligen,AG,de,1074.0,1074.0,True,1074.0,1.0
1833,5244,4093,Birrhard,AG,de,742.0,742.0,True,742.0,1.0
1834,5245,4099,Habsburg,AG,de,428.0,428.0,True,428.0,1.0
1835,5246,4104,Lupfig,AG,de,701.0,3157.0,True,701.0,1.0
1831,5242,4104,Lupfig,AG,de,7054.0,3157.0,True,2456.0,0.3481712503544088
1830,5242,4092,Birr,AG,de,7054.0,4598.0,True,4598.0,0.6518287496455911
1836,5272,4164,Gansingen,AG,de,1066.0,1066.0,True,1066.0,1.0
1841,5277,4184,Mettauertal,AG,de,264.0,2067.0,True,264.0,1.0
1837,5273,4184,Mettauertal,AG,de,284.0,2067.0,True,284.0,1.0
1838,5274,4184,Mettauertal,AG,de,339.0,2067.0,True,339.0,1.0
1839,5275,4184,Mettauertal,AG,de,447.0,2067.0,True,447.0,1.0
1840,5276,4184,Mettauertal,AG,de,733.0,2067.0,True,733.0,1.0
1842,5300,4042,Turgi,AG,de,3486.0,2963.0,True,2963.0,0.8499713138267355
1844,5303,4047,Würenlingen,AG,de,4838.0,4838.0,True,4838.0,1.0
1846,5305,4305,Endingen,AG,de,358.0,2597.0,True,358.0,1.0
1845,5304,4305,Endingen,AG,de,2239.0,2597.0,True,2239.0,1.0
1847,5306,4320,Tegerfelden,AG,de,1202.0,1202.0,True,1202.0,1.0
1848,5312,4304,Döttingen,AG,de,4244.0,4244.0,True,4244.0,1.0
1849,5313,4309,Klingnau,AG,de,3538.0,3540.0,True,3540.0,1.0005652911249294
1851,5315,4303,Böttstein,AG,de,325.0,3982.0,True,325.0,1.0
1850,5314,4303,Böttstein,AG,de,3657.0,3982.0,True,3657.0,1.0
1853,5317,4313,Leuggern,AG,de,302.0,2180.0,True,302.0,1.0
1852,5316,4313,Leuggern,AG,de,1878.0,2180.0,True,1878.0,1.0
1854,5318,4105,Mandach,AG,de,325.0,325.0,True,325.0,1.0
1855,5322,4310,Koblenz,AG,de,1673.0,1671.0,True,1671.0,0.9988045427375971
1857,5324,4307,Full-Reuenthal,AG,de,883.0,883.0,True,883.0,1.0
1858,5325,4311,Leibstadt,AG,de,1404.0,1404.0,True,1404.0,1.0
1859,5326,4176,Schwaderloch,AG,de,689.0,689.0,True,689.0,1.0
1867,5406,4021,Baden,AG,de,2740.0,19621.0,True,2740.0,1.0
1864,5400,4021,Baden,AG,de,13798.0,19621.0,True,13798.0,1.0
1865,5404,4021,Baden,AG,de,121.0,19621.0,True,121.0,1.0
1866,5405,4021,Baden,AG,de,3066.0,19621.0,True,3066.0,1.0
1868,5408,4026,Ennetbaden,AG,de,3450.0,3486.0,True,3486.0,1.0104347826086957
1869,5412,4029,Gebenstorf,AG,de,5514.0,5514.0,True,5514.0,1.0
1870,5413,4024,Birmenstorf (AG),AG,de,2894.0,2962.0,True,2962.0,1.0234968901174843
1872,5416,4038,Obersiggenthal,AG,de,1529.0,8661.0,True,1529.0,1.0
1871,5415,4038,Obersiggenthal,AG,de,7145.0,8661.0,True,7145.0,1.0
1873,5417,4044,Untersiggenthal,AG,de,6266.0,7229.0,True,6266.0,1.0
1843,5301,4044,Untersiggenthal,AG,de,427.0,7229.0,True,427.0,1.0
1874,5420,4049,Ehrendingen,AG,de,4880.0,4880.0,True,4880.0,1.0
1875,5423,4028,Freienwil,AG,de,1110.0,1110.0,True,1110.0,1.0
1876,5425,4318,Schneisingen,AG,de,1491.0,1491.0,True,1491.0,1.0
1877,5426,4312,Lengnau (AG),AG,de,2770.0,2770.0,True,2770.0,1.0
1878,5430,4045,Wettingen,AG,de,21099.0,21099.0,True,21099.0,1.0
1879,5432,4034,Neuenhof,AG,de,8954.0,8954.0,True,8954.0,1.0
1881,5442,4027,Fislisbach,AG,de,5578.0,5578.0,True,5578.0,1.0
1882,5443,4035,Niederrohrdorf,AG,de,4225.0,4225.0,True,4225.0,1.0
1883,5444,4031,Künten,AG,de,1838.0,1838.0,True,1838.0,1.0
1884,5445,4066,Eggenwil,AG,de,1042.0,1042.0,True,1042.0,1.0
1885,5452,4037,Oberrohrdorf,AG,de,4037.0,4037.0,True,4037.0,1.0
1886,5453,4039,Remetschwil,AG,de,2023.0,2023.0,True,2023.0,1.0
1887,5454,4022,Bellikon,AG,de,1542.0,1544.0,True,1544.0,1.0012970168612192
1888,5462,4319,Siglistorf,AG,de,675.0,669.0,True,669.0,0.9911111111111112
1891,5465,4314,Mellikon,AG,de,228.0,228.0,True,228.0,1.0
1892,5466,4324,Zurzach,AG,de,426.0,,True,426.0,1.0
1856,5323,4324,Zurzach,AG,de,726.0,,True,726.0,1.0
1860,5330,4324,Zurzach,AG,de,4379.0,,True,4379.0,1.0
1861,5332,4324,Zurzach,AG,de,969.0,,True,969.0,1.0
1862,5333,4324,Zurzach,AG,de,267.0,,True,267.0,1.0
1863,5334,4324,Zurzach,AG,de,165.0,,True,165.0,1.0
1889,5463,4324,Zurzach,AG,de,353.0,,True,353.0,1.0
1890,5464,4324,Zurzach,AG,de,352.0,,True,352.0,1.0
1893,5467,4306,Fisibach,AG,de,543.0,543.0,True,543.0,1.0
1894,5502,4200,Hunzenschwil,AG,de,4209.0,4209.0,True,4209.0,1.0
1895,5503,4207,Schafisheim,AG,de,3044.0,3044.0,True,3044.0,1.0
1896,5504,4205,Othmarsingen,AG,de,3032.0,3037.0,True,3037.0,1.0016490765171504
1897,5505,4193,Brunegg,AG,de,866.0,866.0,True,866.0,1.0
1898,5506,4032,Mägenwil,AG,de,2145.0,2139.0,True,2139.0,0.9972027972027973
1899,5507,4033,Mellingen,AG,de,5865.0,5865.0,True,5865.0,1.0
1900,5512,4046,Wohlenschwil,AG,de,1671.0,1677.0,True,1677.0,1.0035906642728905
1901,5522,4077,Tägerig,AG,de,1477.0,1470.0,True,1470.0,0.995260663507109
1902,5524,4072,Niederwil (AG),AG,de,2863.0,2863.0,True,2863.0,1.0
1903,5525,4067,Fischbach-Göslikon,AG,de,1672.0,1672.0,True,1672.0,1.0
1904,5600,4191,Ammerswil,AG,de,11759.0,735.0,True,735.0,0.06250531507781273
1905,5600,4201,Lenzburg,AG,de,11759.0,11024.0,True,11024.0,0.9374946849221872
1906,5603,4210,Staufen,AG,de,4068.0,4068.0,True,4068.0,1.0
1907,5604,4198,Hendschiken,AG,de,1341.0,1336.0,True,1336.0,0.9962714392244594
1908,5605,4065,Dottikon,AG,de,4880.0,3932.0,True,3932.0,0.8057377049180328
1909,5606,4194,Dintikon,AG,de,2317.0,2317.0,True,2317.0,1.0
1910,5607,4068,Hägglingen,AG,de,2430.0,2437.0,True,2437.0,1.002880658436214
1911,5608,4041,Stetten (AG),AG,de,2224.0,2224.0,True,2224.0,1.0
1913,5611,4082,Wohlen (AG),AG,de,1481.0,16881.0,True,1481.0,1.0
1912,5610,4082,Wohlen (AG),AG,de,15407.0,16881.0,True,15407.0,1.0
1915,5613,4080,Villmergen,AG,de,282.0,7668.0,True,282.0,1.0
1914,5612,4080,Villmergen,AG,de,6431.0,7668.0,True,6431.0,1.0
1916,5614,4076,Sarmenstorf,AG,de,2904.0,2913.0,True,2913.0,1.003099173553719
1917,5615,4196,Fahrwangen,AG,de,2342.0,2338.0,True,2338.0,0.9982920580700256
1919,5617,4202,Meisterschwanden,AG,de,433.0,3032.0,True,433.0,1.0
1918,5616,4202,Meisterschwanden,AG,de,2595.0,3032.0,True,2595.0,1.0
1920,5618,4227,Bettwil,AG,de,643.0,654.0,True,654.0,1.0171073094867806
1921,5619,4064,Büttikon,AG,de,1565.0,1061.0,True,1061.0,0.6779552715654952
1922,5619,4078,Uezwil,AG,de,1565.0,504.0,True,504.0,0.32204472843450477
1924,5621,4083,Zufikon,AG,de,4548.0,4548.0,True,4548.0,1.0
1925,5622,4240,Waltenschwil,AG,de,3053.0,3053.0,True,3053.0,1.0
1926,5623,4228,Boswil,AG,de,2864.0,2923.0,True,2923.0,1.020600558659218
1927,5624,4229,Bünzen,AG,de,1128.0,1128.0,True,1128.0,1.0
1928,5625,4233,Kallern,AG,de,399.0,399.0,True,399.0,1.0
1929,5626,4063,Bremgarten (AG),AG,de,1158.0,8415.0,True,1158.0,1.0
1923,5620,4063,Bremgarten (AG),AG,de,7257.0,8415.0,True,7257.0,1.0
1930,5627,4226,Besenbüren,AG,de,632.0,632.0,True,632.0,1.0
1931,5628,4222,Aristau,AG,de,1512.0,1512.0,True,1512.0,1.0
1932,5630,4236,Muri (AG),AG,de,8263.0,8244.0,True,8244.0,0.9977005930049618
1933,5632,4230,Buttwil,AG,de,1294.0,1234.0,True,1234.0,0.9536321483771252
1935,5636,4234,Merenschwand,AG,de,640.0,3712.0,True,640.0,1.0
1934,5634,4234,Merenschwand,AG,de,3072.0,3712.0,True,3072.0,1.0
1936,5637,4224,Beinwil (Freiamt),AG,de,1406.0,1183.0,True,1183.0,0.8413940256045519
1937,5637,4232,Geltwil,AG,de,1406.0,221.0,True,221.0,0.15718349928876243
1938,5642,4235,Mühlau,AG,de,1221.0,1218.0,True,1218.0,0.9975429975429976
1940,5644,4223,Auw,AG,de,2196.0,2203.0,True,2203.0,1.0031876138433515
1941,5645,4239,Sins,AG,de,455.0,4299.0,True,455.0,1.0
1939,5643,4239,Sins,AG,de,3832.0,4299.0,True,3832.0,1.0
1942,5646,4221,Abtwil,AG,de,954.0,954.0,True,954.0,1.0
1943,5647,4237,Oberrüti,AG,de,1544.0,1544.0,True,1544.0,1.0
1944,5702,4204,Niederlenz,AG,de,4812.0,4841.0,True,4841.0,1.006026600166251
1945,5703,4209,Seon,AG,de,5198.0,5198.0,True,5198.0,1.0
1946,5704,4195,Egliswil,AG,de,1484.0,1484.0,True,1484.0,1.0
1947,5705,4197,Hallwil,AG,de,949.0,949.0,True,949.0,1.0
1948,5706,4192,Boniswil,AG,de,1517.0,1520.0,True,1520.0,1.0019775873434411
1949,5707,4208,Seengen,AG,de,4122.0,4122.0,True,4122.0,1.0
1950,5708,4132,Birrwil,AG,de,1189.0,1185.0,True,1185.0,0.9966358284272497
1951,5712,4131,Beinwil am See,AG,de,3418.0,3418.0,True,3418.0,1.0
1952,5722,4006,Gränichen,AG,de,8140.0,8147.0,True,8147.0,1.000859950859951
1953,5723,4145,Teufenthal (AG),AG,de,1700.0,1682.0,True,1682.0,0.9894117647058823
1954,5724,4134,Dürrenäsch,AG,de,1328.0,1329.0,True,1329.0,1.0007530120481927
1955,5725,4138,Leutwil,AG,de,744.0,745.0,True,745.0,1.0013440860215055
1956,5726,4146,Unterkulm,AG,de,3333.0,3343.0,True,3343.0,1.003000300030003
1957,5727,4140,Oberkulm,AG,de,2776.0,2776.0,True,2776.0,1.0
1958,5728,4135,Gontenschwil,AG,de,2101.0,2130.0,True,2130.0,1.0138029509757258
1959,5732,4147,Zetzwil,AG,de,1363.0,1363.0,True,1363.0,1.0
1960,5733,4137,Leimbach (AG),AG,de,489.0,489.0,True,489.0,1.0
1961,5734,4141,Reinach (AG),AG,de,8874.0,8874.0,True,8874.0,1.0
1963,5736,4133,Burg (AG),AG,de,1033.0,1033.0,True,1033.0,1.0
1964,5737,4139,Menziken,AG,de,6518.0,6518.0,True,6518.0,1.0
1965,5742,4276,Kölliken,AG,de,4552.0,4559.0,True,4559.0,1.0015377855887522
1966,5745,4283,Safenwil,AG,de,4107.0,4107.0,True,4107.0,1.0
1967,5746,2585,Walterswil (SO),SO,de,775.0,743.0,True,743.0,0.9587096774193549
1981,6018,1083,Buttisholz,LU,de,3328.0,3322.0,True,3322.0,0.9981971153846154
1982,6019,1098,Ruswil,LU,de,461.0,7041.0,True,461.0,1.0
1980,6017,1098,Ruswil,LU,de,5784.0,7041.0,True,5784.0,1.0
1984,6022,1086,Grosswangen,LU,de,3299.0,3293.0,True,3293.0,0.9981812670506214
1985,6023,1040,Rothenburg,LU,de,7715.0,7715.0,True,7715.0,1.0
1986,6024,1088,Hildisrieden,LU,de,2437.0,2437.0,True,2437.0,1.0
1988,6026,1037,Rain,LU,de,2971.0,2940.0,True,2940.0,0.9895658027600135
1990,6028,1039,Römerswil,LU,de,244.0,1810.0,True,244.0,1.0
1989,6027,1039,Römerswil,LU,de,1055.0,1810.0,True,1055.0,1.0
1991,6030,1054,Ebikon,LU,de,13997.0,14066.0,True,14066.0,1.004929627777381
1992,6032,1024,Emmen,LU,de,7921.0,31039.0,True,7921.0,1.0
1983,6020,1024,Emmen,LU,de,23157.0,31039.0,True,23157.0,1.0
1994,6034,1033,Inwil,LU,de,2803.0,2706.0,True,2706.0,0.9653942204780592
1995,6035,1052,Buchrain,LU,de,637.0,6400.0,True,637.0,1.0
1993,6033,1052,Buchrain,LU,de,5788.0,6400.0,True,5788.0,1.0
1996,6036,1053,Dierikon,LU,de,1579.0,1579.0,True,1579.0,1.0
1998,6038,1055,Gisikon,LU,de,1904.0,1421.0,True,1421.0,0.7463235294117647
1999,6038,1057,Honau,LU,de,1904.0,414.0,True,414.0,0.21743697478991597
2000,6039,1065,Root,LU,de,69.0,5335.0,True,69.0,1.0
1997,6037,1065,Root,LU,de,5214.0,5335.0,True,5214.0,1.0
2001,6042,4231,Dietwil,AG,de,1346.0,1355.0,True,1355.0,1.0066864784546805
2002,6043,1051,Adligenswil,LU,de,5471.0,5471.0,True,5471.0,1.0
2003,6044,1067,Udligenswil,LU,de,2391.0,2371.0,True,2371.0,0.9916352990380594
2004,6045,1063,Meggen,LU,de,7551.0,7562.0,True,7562.0,1.0014567606939477
2006,6048,1058,Horw,LU,de,11157.0,14211.0,True,11157.0,1.0
1970,6005,1058,Horw,LU,de,22778.0,14211.0,True,11389.0,0.5
1971,6005,1061,Luzern,LU,de,22778.0,82620.0,True,11389.0,0.5
2005,6047,1058,Horw,LU,de,1415.0,14211.0,True,1415.0,1.0
1968,6003,1061,Luzern,LU,de,16950.0,82620.0,True,16950.0,1.0
1969,6004,1061,Luzern,LU,de,9445.0,82620.0,True,9445.0,1.0
1972,6006,1061,Luzern,LU,de,17425.0,82620.0,True,17425.0,1.0
1977,6014,1061,Luzern,LU,de,9868.0,82620.0,True,9868.0,1.0
1978,6015,1061,Luzern,LU,de,8052.0,82620.0,True,8052.0,1.0
2007,6052,1507,Hergiswil (NW),NW,de,5855.0,5863.0,True,5863.0,1.0013663535439794
2009,6055,1401,Alpnach,OW,de,5385.0,6109.0,True,5385.0,1.0
1974,6010,1401,Alpnach,OW,de,24453.0,6109.0,True,12226.5,0.5
1973,6010,1059,Kriens,LU,de,24453.0,28245.0,True,12226.5,0.5
2008,6053,1401,Alpnach,OW,de,724.0,6109.0,True,724.0,1.0
1975,6012,1059,Kriens,LU,de,3193.0,28245.0,True,3193.0,1.0
2013,6063,1407,Sarnen,OW,de,1257.0,10514.0,True,1257.0,1.0
2010,6056,1407,Sarnen,OW,de,1264.0,10514.0,True,1264.0,1.0
2011,6060,1407,Sarnen,OW,de,6522.0,10514.0,True,6522.0,1.0
2012,6062,1407,Sarnen,OW,de,1471.0,10514.0,True,1471.0,1.0
2017,6068,1404,Kerns,OW,de,41.0,6332.0,True,41.0,1.0
2014,6064,1404,Kerns,OW,de,5640.0,6332.0,True,5640.0,1.0
2015,6066,1404,Kerns,OW,de,336.0,6332.0,True,336.0,1.0
2016,6067,1404,Kerns,OW,de,349.0,6332.0,True,349.0,1.0
2019,6073,1406,Sachseln,OW,de,604.0,5145.0,True,604.0,1.0
2018,6072,1406,Sachseln,OW,de,4331.0,5145.0,True,4331.0,1.0
2020,6074,1403,Giswil,OW,de,3852.0,3676.0,True,3676.0,0.9543094496365524
2021,6078,1405,Lungern,OW,de,2138.0,2138.0,True,2138.0,1.0
2025,6086,783,Hasliberg,BE,de,336.0,1158.0,True,336.0,1.0
2022,6083,783,Hasliberg,BE,de,380.0,1158.0,True,380.0,1.0
2023,6084,783,Hasliberg,BE,de,129.0,1158.0,True,129.0,1.0
2024,6085,783,Hasliberg,BE,de,313.0,1158.0,True,313.0,1.0
2026,6102,1062,Malters,LU,de,7065.0,7410.0,True,7410.0,1.048832271762208
2027,6103,1066,Schwarzenberg,LU,de,1529.0,1738.0,True,1529.0,1.0
1976,6013,1066,Schwarzenberg,LU,de,225.0,1738.0,True,225.0,1.0
2029,6106,1009,Werthenstein,LU,de,790.0,2125.0,True,790.0,1.0
2028,6105,1009,Werthenstein,LU,de,1333.0,2125.0,True,1333.0,1.0
2032,6112,1001,Doppleschwand,LU,de,813.0,816.0,True,816.0,1.003690036900369
2037,6125,1136,Menznau,LU,de,481.0,2966.0,True,481.0,1.0
2035,6122,1136,Menznau,LU,de,2032.0,2966.0,True,2032.0,1.0
2036,6123,1136,Menznau,LU,de,513.0,2966.0,True,513.0,1.0
2041,6133,1132,Hergiswil bei Willisau,LU,de,1796.0,1908.0,True,1908.0,1.0623608017817372
2042,6142,1151,Willisau,LU,de,1153.0,7752.0,True,1153.0,1.0
2038,6126,1151,Willisau,LU,de,212.0,7752.0,True,212.0,1.0
2039,6130,1151,Willisau,LU,de,7374.0,7752.0,True,7374.0,1.0
2040,6132,1151,Willisau,LU,de,161.0,7752.0,True,161.0,1.0
2045,6145,1129,Fischbach,LU,de,698.0,702.0,True,702.0,1.005730659025788
2046,6146,1131,Grossdietwil,LU,de,751.0,855.0,True,855.0,1.1384820239680427
2047,6147,1122,Altbüron,LU,de,1109.0,1017.0,True,1017.0,0.9170423805229937
2048,6152,1150,Zell (LU),LU,de,238.0,2108.0,True,238.0,1.0
2044,6144,1150,Zell (LU),LU,de,1874.0,2108.0,True,1874.0,1.0
2049,6153,1145,Ufhusen,LU,de,935.0,927.0,True,927.0,0.9914438502673797
2051,6156,1135,Luthern,LU,de,816.0,1245.0,True,816.0,1.0
2050,6154,1135,Luthern,LU,de,451.0,1245.0,True,451.0,1.0
2053,6163,1002,Entlebuch,LU,de,473.0,3230.0,True,473.0,1.0
2052,6162,1002,Entlebuch,LU,de,2749.0,3230.0,True,2749.0,1.0
2054,6166,1005,Hasle (LU),LU,de,1742.0,1739.0,True,1739.0,0.9982778415614236
2055,6167,1007,Romoos,LU,de,61.0,656.0,True,61.0,1.0
2030,6110,1007,Romoos,LU,de,4748.0,656.0,True,2374.0,0.5
2031,6110,1107,Wolhusen,LU,de,4748.0,4315.0,True,2374.0,0.5
2033,6113,1007,Romoos,LU,de,531.0,656.0,True,531.0,1.0
2034,6114,1107,Wolhusen,LU,de,294.0,4315.0,True,294.0,1.0
2056,6170,1008,Schüpfheim,LU,de,4270.0,4237.0,True,4237.0,0.992271662763466
2058,6174,1004,Flühli,LU,de,792.0,1836.0,True,792.0,1.0
2057,6173,1004,Flühli,LU,de,1028.0,1836.0,True,1028.0,1.0
2061,6196,1010,Escholzmatt-Marbach,LU,de,1196.0,4349.0,True,1196.0,1.0
2059,6182,1010,Escholzmatt-Marbach,LU,de,2620.0,4349.0,True,2620.0,1.0
2060,6192,1010,Escholzmatt-Marbach,LU,de,507.0,4349.0,True,507.0,1.0
2062,6197,906,Schangnau,BE,de,999.0,918.0,True,918.0,0.918918918918919
2064,6204,1102,Sempach,LU,de,4276.0,4234.0,True,4234.0,0.990177736202058
2065,6205,1084,Eich,LU,de,1595.0,1600.0,True,1600.0,1.0031347962382444
2066,6206,1093,Neuenkirch,LU,de,4792.0,7174.0,True,4792.0,1.0
1979,6016,1093,Neuenkirch,LU,de,1383.0,7174.0,True,1383.0,1.0
2063,6203,1093,Neuenkirch,LU,de,1414.0,7174.0,True,1414.0,1.0
2067,6207,1094,Nottwil,LU,de,4075.0,4048.0,True,4048.0,0.9933742331288343
