,PLZ,BFS-Nr,Gemeindename,Kantonskürzel,Sprache,pop_PLZ,pop_BFS,PLZ_check,pop_BFS_real,PLZ_to_BFS_factor
2068,6208,1095,Oberkirch,LU,de,4004.0,4937.0,True,4937.0,1.233016983016983
2069,6210,1103,Sursee,LU,de,11841.0,10361.0,True,10361.0,0.8750105565408327
2074,6214,1099,Schenkon,LU,de,3017.0,3040.0,True,3040.0,1.0076234670202187
2076,6216,1091,Mauensee,LU,de,576.0,1489.0,True,576.0,1.0
2072,6212,1091,Mauensee,LU,de,1839.0,1489.0,True,919.5,0.5
2071,6212,1089,Knutwil,LU,de,1839.0,2271.0,True,919.5,0.5
2073,6213,1089,Knutwil,LU,de,774.0,2271.0,True,774.0,1.0
2078,6218,1128,Ettiswil,LU,de,2272.0,2792.0,True,2272.0,1.0
2077,6217,1128,Ettiswil,LU,de,520.0,2792.0,True,520.0,1.0
2079,6221,1097,Rickenbach (LU),LU,de,2805.0,3458.0,True,2805.0,1.0
1962,5735,1097,Rickenbach (LU),LU,de,776.0,3458.0,True,776.0,1.0
2080,6222,1081,Beromünster,LU,de,1688.0,6661.0,True,1688.0,1.0
1987,6025,1081,Beromünster,LU,de,1482.0,6661.0,True,1482.0,1.0
2075,6215,1081,Beromünster,LU,de,3365.0,6661.0,True,3365.0,1.0
2081,6231,1100,Schlierbach,LU,de,925.0,925.0,True,925.0,1.0
2082,6232,1085,Geuensee,LU,de,2882.0,2882.0,True,2882.0,1.0
2083,6233,1082,Büron,LU,de,2662.0,2662.0,True,2662.0,1.0
2086,6236,1104,Triengen,LU,de,246.0,4616.0,True,246.0,1.0
2084,6234,1104,Triengen,LU,de,3606.0,4616.0,True,3606.0,1.0
2085,6235,1104,Triengen,LU,de,788.0,4616.0,True,788.0,1.0
2087,6242,1146,Wauwil,LU,de,2418.0,2380.0,True,2380.0,0.9842845326716294
2088,6243,1127,Egolzwil,LU,de,1525.0,1530.0,True,1530.0,1.0032786885245901
2089,6244,1137,Nebikon,LU,de,2729.0,2713.0,True,2713.0,0.9941370465371931
2091,6246,1123,Altishofen,LU,de,1606.0,1959.0,True,1606.0,1.0
2090,6245,1123,Altishofen,LU,de,371.0,1959.0,True,371.0,1.0
2092,6247,1143,Schötz,LU,de,4236.0,4575.0,True,4236.0,1.0
2043,6143,1143,Schötz,LU,de,349.0,4575.0,True,349.0,1.0
2093,6248,1121,Alberswil,LU,de,670.0,665.0,True,665.0,0.9925373134328358
2095,6253,1125,Dagmersellen,LU,de,746.0,5680.0,True,746.0,1.0
2070,6211,1125,Dagmersellen,LU,de,410.0,5680.0,True,410.0,1.0
2094,6252,1125,Dagmersellen,LU,de,4494.0,5680.0,True,4494.0,1.0
2099,6263,1140,Reiden,LU,de,758.0,7255.0,True,758.0,1.0
2096,6260,1140,Reiden,LU,de,5416.0,7255.0,True,2708.0,0.5
2097,6260,1147,Wikon,LU,de,5416.0,1495.0,True,2708.0,0.5
2098,6262,1140,Reiden,LU,de,1141.0,7255.0,True,1141.0,1.0
1722,4806,1147,Wikon,LU,de,1426.0,1495.0,True,1426.0,1.0
2100,6264,1139,Pfaffnau,LU,de,1827.0,2674.0,True,1827.0,1.0
1734,4915,1139,Pfaffnau,LU,de,801.0,2674.0,True,801.0,1.0
2101,6265,1142,Roggliswil,LU,de,774.0,723.0,True,723.0,0.9341085271317829
2102,6274,1026,Eschenbach (LU),LU,de,3647.0,3677.0,True,3677.0,1.0082259391280504
2103,6275,1023,Ballwil,LU,de,2957.0,2679.0,True,2679.0,0.9059857964152858
2105,6277,1032,Hohenrain,LU,de,860.0,2429.0,True,860.0,1.0
2104,6276,1032,Hohenrain,LU,de,1138.0,2429.0,True,1138.0,1.0
2107,6283,1031,Hochdorf,LU,de,899.0,9872.0,True,899.0,1.0
2106,6280,1031,Hochdorf,LU,de,9518.0,9872.0,True,9518.0,1.0
2111,6287,1021,Aesch (LU),LU,de,1294.0,1285.0,True,1285.0,0.9930448222565688
2112,6288,1041,Schongau,LU,de,1038.0,1046.0,True,1046.0,1.0077071290944124
2114,6294,1025,Ermensee,LU,de,1029.0,1029.0,True,1029.0,1.0
2115,6295,1030,Hitzkirch,LU,de,287.0,5455.0,True,287.0,1.0
2108,6284,1030,Hitzkirch,LU,de,1259.0,5455.0,True,1259.0,1.0
2109,6285,1030,Hitzkirch,LU,de,2776.0,5455.0,True,2776.0,1.0
2110,6286,1030,Hitzkirch,LU,de,461.0,5455.0,True,461.0,1.0
2113,6289,1030,Hitzkirch,LU,de,1132.0,5455.0,True,1132.0,1.0
2117,6312,1708,Steinhausen,ZG,de,10195.0,10198.0,True,10198.0,1.0002942618930848
2118,6313,1704,Menzingen,ZG,de,4482.0,4540.0,True,4540.0,1.0129406514948684
2119,6314,1709,Unterägeri,ZG,de,9049.0,8972.0,True,8972.0,0.9914907724610454
2120,6315,1706,Oberägeri,ZG,de,6300.0,6382.0,True,6382.0,1.013015873015873
2121,6317,1711,Zug,ZG,de,2396.0,30934.0,True,2396.0,1.0
2116,6300,1711,Zug,ZG,de,28569.0,30934.0,True,28569.0,1.0
2122,6318,1710,Walchwil,ZG,de,3862.0,3820.0,True,3820.0,0.9891248058001035
2126,6332,1702,Cham,ZG,de,2322.0,17042.0,True,2322.0,1.0
2124,6330,1702,Cham,ZG,de,14717.0,17042.0,True,14717.0,1.0
2127,6333,1703,Hünenberg,ZG,de,3867.0,8768.0,True,3867.0,1.0
2125,6331,1703,Hünenberg,ZG,de,4909.0,8768.0,True,4909.0,1.0
2130,6343,1707,Risch,ZG,de,11212.0,11212.0,True,11212.0,1.0
2131,6344,1064,Meierskappel,LU,de,1477.0,1477.0,True,1477.0,1.0
2132,6345,1705,Neuheim,ZG,de,2208.0,2240.0,True,2208.0,1.0
2129,6340,1705,Neuheim,ZG,de,23151.0,2240.0,True,11575.5,0.5
2128,6340,1701,Baar,ZG,de,23151.0,24686.0,True,11575.5,0.5
2123,6319,1701,Baar,ZG,de,1494.0,24686.0,True,1494.0,1.0
2134,6354,1068,Vitznau,LU,de,1422.0,1426.0,True,1426.0,1.0028129395218002
2135,6356,1069,Weggis,LU,de,140.0,4440.0,True,140.0,1.0
2133,6353,1069,Weggis,LU,de,4327.0,4440.0,True,4327.0,1.0
2142,6372,1506,Ennetmoos,NW,de,2247.0,2254.0,True,2254.0,1.0031152647975077
2143,6373,1505,Ennetbürgen,NW,de,4678.0,4866.0,True,4678.0,1.0
2137,6363,1505,Ennetbürgen,NW,de,822.0,4866.0,True,411.0,0.5
2138,6363,1510,Stansstad,NW,de,822.0,4727.0,True,411.0,0.5
2136,6362,1510,Stansstad,NW,de,3798.0,4727.0,True,3798.0,1.0
2139,6365,1510,Stansstad,NW,de,254.0,4727.0,True,254.0,1.0
2144,6374,1502,Buochs,NW,de,5363.0,5313.0,True,5313.0,0.9906768599664367
2145,6375,1501,Beckenried,NW,de,3703.0,3742.0,True,3742.0,1.0105320010802052
2146,6376,1504,Emmetten,NW,de,1544.0,1541.0,True,1541.0,0.9980569948186528
2149,6383,1503,Dallenwil,NW,de,1897.0,1848.0,True,1848.0,0.974169741697417
2150,6383,1508,Oberdorf (NW),NW,de,1897.0,3080.0,True,49.0,0.025830258302583026
2140,6370,1508,Oberdorf (NW),NW,de,10201.0,3080.0,True,2030.0,0.19900009802960494
2141,6370,1509,Stans,NW,de,10201.0,8171.0,True,8171.0,0.8009999019703951
2148,6382,1508,Oberdorf (NW),NW,de,1008.0,3080.0,True,1008.0,1.0
2152,6387,1511,Wolfenschiessen,NW,de,200.0,2115.0,True,200.0,1.0
2151,6386,1511,Wolfenschiessen,NW,de,1651.0,2115.0,True,1651.0,1.0
2154,6390,1402,Engelberg,OW,de,4143.0,4194.0,True,4143.0,1.0
2153,6388,1402,Engelberg,OW,de,306.0,4194.0,True,306.0,1.0
2157,6404,1056,Greppen,LU,de,1184.0,1185.0,True,1185.0,1.0008445945945945
2158,6405,1331,Küssnacht (SZ),SZ,de,2903.0,13531.0,True,2903.0,1.0
2155,6402,1331,Küssnacht (SZ),SZ,de,1229.0,13531.0,True,1229.0,1.0
2156,6403,1331,Küssnacht (SZ),SZ,de,9399.0,13531.0,True,9399.0,1.0
2163,6416,1374,Steinerberg,SZ,de,957.0,953.0,True,953.0,0.9958202716823407
2164,6417,1371,Sattel,SZ,de,1932.0,1925.0,True,1925.0,0.9963768115942029
2165,6418,1370,Rothenthurm,SZ,de,2534.0,2484.0,True,2484.0,0.9802683504340963
2166,6422,1373,Steinen,SZ,de,3624.0,3624.0,True,3624.0,1.0
2168,6424,1365,Lauerz,SZ,de,1136.0,1136.0,True,1136.0,1.0
2172,6434,1363,Illgau,SZ,de,795.0,795.0,True,795.0,1.0
2173,6436,1367,Muotathal,SZ,de,3436.0,3470.0,True,3470.0,1.009895227008149
2174,6438,1372,Schwyz,SZ,de,4639.0,15435.0,True,4639.0,1.0
2167,6423,1372,Schwyz,SZ,de,3087.0,15435.0,True,3087.0,1.0
2169,6430,1372,Schwyz,SZ,de,6312.0,15435.0,True,6312.0,1.0
2170,6432,1372,Schwyz,SZ,de,1407.0,15435.0,True,1407.0,1.0
2175,6440,1364,Ingenbohl,SZ,de,8968.0,8977.0,True,8977.0,1.0010035682426406
2176,6441,1215,Seelisberg,UR,de,,688.0,True,688.0,1.0
2147,6377,1215,Seelisberg,UR,de,724.0,688.0,True,724.0,1.0
2177,6442,1311,Gersau,SZ,de,2346.0,2364.0,True,2346.0,1.0
2159,6410,1311,Gersau,SZ,de,6305.0,2364.0,True,3152.5,0.5
2160,6410,1362,Arth,SZ,de,6305.0,12184.0,True,3152.5,0.5
2161,6414,1362,Arth,SZ,de,2126.0,12184.0,True,2126.0,1.0
2162,6415,1362,Arth,SZ,de,3725.0,12184.0,True,3725.0,1.0
2178,6443,1366,Morschach,SZ,de,958.0,1151.0,True,958.0,1.0
2171,6433,1366,Morschach,SZ,de,180.0,1151.0,True,180.0,1.0
2179,6452,1217,Sisikon,UR,de,508.0,383.0,True,383.0,0.7539370078740157
2180,6452,1369,Riemenstalden,SZ,de,508.0,86.0,True,86.0,0.16929133858267717
2181,6454,1207,Flüelen,UR,de,2019.0,2025.0,True,2025.0,1.0029717682020802
2182,6460,1201,Altdorf (UR),UR,de,10504.0,9565.0,True,9565.0,0.9106054836252856
2183,6461,1211,Isenthal,UR,de,476.0,476.0,True,476.0,1.0
2185,6463,1205,Bürglen (UR),UR,de,2911.0,3930.0,True,3930.0,1.350051528684301
2187,6465,1219,Unterschächen,UR,de,695.0,695.0,True,695.0,1.0
2188,6466,1214,Seedorf (UR),UR,de,169.0,1876.0,True,169.0,1.0
2184,6462,1214,Seedorf (UR),UR,de,1876.0,1876.0,True,1876.0,1.0
2190,6468,1203,Attinghausen,UR,de,1747.0,1747.0,True,1747.0,1.0
2191,6469,1213,Schattdorf,UR,de,286.0,5408.0,True,286.0,1.0
2189,6467,1213,Schattdorf,UR,de,5201.0,5408.0,True,5201.0,1.0
2192,6472,1206,Erstfeld,UR,de,3862.0,3861.0,True,3861.0,0.9997410668047644
2195,6475,1216,Silenen,UR,de,445.0,1951.0,True,445.0,1.0
2193,6473,1216,Silenen,UR,de,1180.0,1951.0,True,1180.0,1.0
2194,6474,1216,Silenen,UR,de,341.0,1951.0,True,341.0,1.0
2197,6482,1209,Gurtnellen,UR,de,353.0,512.0,True,353.0,1.0
2196,6476,1209,Gurtnellen,UR,de,143.0,512.0,True,143.0,1.0
2199,6485,1220,Wassen,UR,de,61.0,412.0,True,61.0,1.0
2198,6484,1220,Wassen,UR,de,351.0,412.0,True,351.0,1.0
2200,6487,1208,Göschenen,UR,de,428.0,428.0,True,428.0,1.0
2201,6490,1202,Andermatt,UR,de,1527.0,1527.0,True,1527.0,1.0
2202,6491,1212,Realp,UR,de,142.0,142.0,True,142.0,1.0
2203,6493,1210,Hospental,UR,de,182.0,182.0,True,182.0,1.0
2219,6532,5001,Arbedo-Castione,TI,it,1806.0,5024.0,True,1806.0,1.0
2211,6517,5001,Arbedo-Castione,TI,it,3305.0,5024.0,True,3305.0,1.0
2220,6533,5010,Lumino,TI,it,1500.0,1587.0,True,1587.0,1.058
2221,6534,3835,San Vittore,GR,it,864.0,864.0,True,864.0,1.0
2225,6540,3805,Castaneda,GR,it,246.0,278.0,True,278.0,1.1300813008130082
2226,6541,3810,Santa Maria in Calanca,GR,it,115.0,115.0,True,115.0,1.0
2227,6542,3804,Buseno,GR,it,91.0,91.0,True,91.0,1.0
2231,6546,3837,Calanca,GR,it,25.0,201.0,True,25.0,1.0
2228,6543,3837,Calanca,GR,it,80.0,201.0,True,80.0,1.0
2229,6544,3837,Calanca,GR,it,60.0,201.0,True,60.0,1.0
2230,6545,3837,Calanca,GR,it,36.0,201.0,True,36.0,1.0
2232,6548,3808,Rossa,GR,it,151.0,151.0,True,151.0,1.0
2233,6549,3834,Roveredo (GR),GR,it,,2597.0,True,2597.0,1.0
2222,6535,3834,Roveredo (GR),GR,it,2597.0,2597.0,True,2597.0,1.0
2234,6556,3832,Grono,GR,it,147.0,1397.0,True,147.0,1.0
2223,6537,3832,Grono,GR,it,1107.0,1397.0,True,1107.0,1.0
2224,6538,3832,Grono,GR,it,153.0,1397.0,True,153.0,1.0
2235,6557,3831,Cama,GR,it,611.0,589.0,True,589.0,0.9639934533551555
2236,6558,3821,Lostallo,GR,it,840.0,840.0,True,840.0,1.0
2237,6562,3823,Soazza,GR,it,324.0,324.0,True,324.0,1.0
2239,6565,3822,Mesocco,GR,it,268.0,1323.0,True,268.0,1.0
2238,6563,3822,Mesocco,GR,it,1055.0,1323.0,True,1055.0,1.0
2252,6592,5017,Sant'Antonino,TI,it,2593.0,2542.0,True,2542.0,0.9803316621673737
2254,6594,5398,Gambarogno,TI,it,1124.0,5163.0,True,1124.0,1.0
2240,6571,5398,Gambarogno,TI,it,38.0,5163.0,True,38.0,1.0
2241,6572,5398,Gambarogno,TI,it,1247.0,5163.0,True,1247.0,1.0
2242,6573,5398,Gambarogno,TI,it,537.0,5163.0,True,537.0,1.0
2243,6574,5398,Gambarogno,TI,it,634.0,5163.0,True,634.0,1.0
2244,6575,5398,Gambarogno,TI,it,685.0,5163.0,True,685.0,1.0
2245,6576,5398,Gambarogno,TI,it,262.0,5163.0,True,262.0,1.0
2246,6577,5398,Gambarogno,TI,it,92.0,5163.0,True,92.0,1.0
2247,6578,5398,Gambarogno,TI,it,101.0,5163.0,True,101.0,1.0
2248,6579,5398,Gambarogno,TI,it,459.0,5163.0,True,459.0,1.0
2255,6595,5112,Lavertezzo,TI,it,1278.0,1245.0,True,1245.0,0.9741784037558685
2256,6596,5108,Gordola,TI,it,4686.0,4650.0,True,4650.0,0.9923175416133163
2257,6597,5138,Cugnasco-Gerra,TI,it,556.0,2780.0,True,556.0,1.0
2210,6516,5138,Cugnasco-Gerra,TI,it,3035.0,2780.0,True,3035.0,1.0
2259,6599,5003,Cadenazzo,TI,it,183.0,2998.0,True,183.0,1.0
2253,6593,5003,Cadenazzo,TI,it,2827.0,2998.0,True,2827.0,1.0
2262,6605,5113,Locarno,TI,it,708.0,15728.0,True,708.0,1.0
2260,6600,5113,Locarno,TI,it,16663.0,15728.0,True,14059.0,0.84372561963632
2261,6600,5120,Muralto,TI,it,16663.0,2604.0,True,2604.0,0.15627438036368002
2264,6612,5091,Ascona,TI,it,5578.0,5554.0,True,5554.0,0.9956973825743994
2266,6614,5097,Brissago,TI,it,1685.0,1685.0,True,1685.0,1.0
2268,6618,5115,Losone,TI,it,431.0,6647.0,True,431.0,1.0
2267,6616,5115,Losone,TI,it,6216.0,6647.0,True,6216.0,1.0
2269,6622,5125,Ronco sopra Ascona,TI,it,428.0,550.0,True,428.0,1.0
2265,6613,5125,Ronco sopra Ascona,TI,it,122.0,550.0,True,122.0,1.0
2276,6637,5399,Verzasca,TI,it,85.0,799.0,True,85.0,1.0
2270,6631,5399,Verzasca,TI,it,5.0,799.0,True,5.0,1.0
2271,6632,5399,Verzasca,TI,it,279.0,799.0,True,279.0,1.0
2272,6633,5399,Verzasca,TI,it,101.0,799.0,True,101.0,1.0
2273,6634,5399,Verzasca,TI,it,163.0,799.0,True,163.0,1.0
2274,6635,5399,Verzasca,TI,it,65.0,799.0,True,65.0,1.0
2275,6636,5399,Verzasca,TI,it,101.0,799.0,True,101.0,1.0
2277,6644,5121,Orselina,TI,it,690.0,706.0,True,706.0,1.0231884057971015
2278,6645,5096,Brione sopra Minusio,TI,it,754.0,480.0,True,480.0,0.636604774535809
2279,6646,5131,Tenero-Contra,TI,it,436.0,3201.0,True,436.0,1.0
2258,6598,5131,Tenero-Contra,TI,it,2898.0,3201.0,True,2898.0,1.0
2280,6647,5117,Mergoscia,TI,it,201.0,201.0,True,201.0,1.0
2281,6648,5118,Minusio,TI,it,6944.0,7356.0,True,7356.0,1.0593317972350231
2284,6654,5396,Terre di Pedemonte,TI,it,750.0,2627.0,True,750.0,1.0
2282,6652,5396,Terre di Pedemonte,TI,it,825.0,2627.0,True,825.0,1.0
2283,6653,5396,Terre di Pedemonte,TI,it,1102.0,2627.0,True,1102.0,1.0
2289,6659,5397,Centovalli,TI,it,92.0,1135.0,True,92.0,1.0
2285,6655,5397,Centovalli,TI,it,574.0,1135.0,True,574.0,1.0
2286,6656,5397,Centovalli,TI,it,340.0,1135.0,True,340.0,1.0
2287,6657,5397,Centovalli,TI,it,85.0,1135.0,True,85.0,1.0
2288,6658,5397,Centovalli,TI,it,44.0,1135.0,True,44.0,1.0
2293,6664,5136,Onsernone,TI,it,61.0,663.0,True,61.0,1.0
2263,6611,5136,Onsernone,TI,it,122.0,663.0,True,122.0,1.0
2290,6661,5136,Onsernone,TI,it,321.0,663.0,True,321.0,1.0
2291,6662,5136,Onsernone,TI,it,72.0,663.0,True,72.0,1.0
2292,6663,5136,Onsernone,TI,it,87.0,663.0,True,87.0,1.0
2295,6672,5324,Avegno Gordevio,TI,it,948.0,1516.0,True,948.0,1.0
2294,6670,5324,Avegno Gordevio,TI,it,570.0,1516.0,True,570.0,1.0
2301,6678,5317,Maggia,TI,it,576.0,2611.0,True,576.0,1.0
2296,6673,5317,Maggia,TI,it,862.0,2611.0,True,862.0,1.0
2297,6674,5317,Maggia,TI,it,230.0,2611.0,True,230.0,1.0
2300,6677,5317,Maggia,TI,it,941.0,2611.0,True,941.0,1.0
2302,6682,5315,Linescio,TI,it,42.0,42.0,True,42.0,1.0
2305,6684,5307,Campo (Vallemaggia),TI,it,30.0,49.0,True,30.0,1.0
2303,6683,5307,Campo (Vallemaggia),TI,it,59.0,49.0,True,19.0,0.3220338983050847
2304,6683,5309,Cerentino,TI,it,59.0,40.0,True,40.0,0.6779661016949152
2306,6685,5304,Bosco/Gurin,TI,de,52.0,52.0,True,52.0,1.0
2307,6690,5310,Cevio,TI,it,407.0,1142.0,True,407.0,1.0
2298,6675,5310,Cevio,TI,it,461.0,1142.0,True,461.0,1.0
2299,6676,5310,Cevio,TI,it,274.0,1142.0,True,274.0,1.0
2312,6696,5323,Lavizzara,TI,it,45.0,500.0,True,45.0,1.0
2308,6692,5323,Lavizzara,TI,it,139.0,500.0,True,139.0,1.0
2309,6693,5323,Lavizzara,TI,it,82.0,500.0,True,82.0,1.0
2310,6694,5323,Lavizzara,TI,it,100.0,500.0,True,100.0,1.0
2311,6695,5323,Lavizzara,TI,it,134.0,500.0,True,134.0,1.0
2313,6702,5002,Bellinzona,TI,it,3010.0,43360.0,True,3010.0,1.0
2204,6500,5002,Bellinzona,TI,it,17029.0,43360.0,True,17029.0,1.0
2205,6503,5002,Bellinzona,TI,it,1524.0,43360.0,True,1524.0,1.0
2206,6512,5002,Bellinzona,TI,it,8622.0,43360.0,True,8622.0,1.0
2207,6513,5002,Bellinzona,TI,it,2933.0,43360.0,True,2933.0,1.0
2208,6514,5002,Bellinzona,TI,it,3280.0,43360.0,True,3280.0,1.0
2209,6515,5002,Bellinzona,TI,it,865.0,43360.0,True,865.0,1.0
2212,6518,5002,Bellinzona,TI,it,839.0,43360.0,True,839.0,1.0
2213,6523,5002,Bellinzona,TI,it,640.0,43360.0,True,640.0,1.0
2214,6524,5002,Bellinzona,TI,it,127.0,43360.0,True,127.0,1.0
2215,6525,5002,Bellinzona,TI,it,797.0,43360.0,True,797.0,1.0
2218,6528,5002,Bellinzona,TI,it,2798.0,43360.0,True,2798.0,1.0
2249,6582,5002,Bellinzona,TI,it,582.0,43360.0,True,582.0,1.0
2250,6583,5002,Bellinzona,TI,it,202.0,43360.0,True,202.0,1.0
2251,6584,5002,Bellinzona,TI,it,61.0,43360.0,True,61.0,1.0
2316,6707,5287,Riviera,TI,it,563.0,4252.0,True,563.0,1.0
2216,6526,5287,Riviera,TI,it,270.0,4252.0,True,270.0,1.0
2217,6527,5287,Riviera,TI,it,1458.0,4252.0,True,1458.0,1.0
2314,6703,5287,Riviera,TI,it,1208.0,4252.0,True,1208.0,1.0
2315,6705,5287,Riviera,TI,it,753.0,4252.0,True,753.0,1.0
2317,6710,5281,Biasca,TI,it,6094.0,6094.0,True,6094.0,1.0
2325,6720,5049,Blenio,TI,it,148.0,1770.0,True,148.0,1.0
2322,6717,5049,Blenio,TI,it,473.0,1770.0,True,473.0,1.0
2323,6718,5049,Blenio,TI,it,857.0,1770.0,True,857.0,1.0
2324,6719,5049,Blenio,TI,it,292.0,1770.0,True,292.0,1.0
2330,6724,5048,Acquarossa,TI,it,241.0,1807.0,True,241.0,1.0
2320,6715,5048,Acquarossa,TI,it,262.0,1807.0,True,262.0,1.0
2321,6716,5048,Acquarossa,TI,it,343.0,1807.0,True,343.0,1.0
2326,6721,5048,Acquarossa,TI,it,491.0,1807.0,True,245.5,0.5
2327,6721,5050,Serravalle,TI,it,491.0,2079.0,True,245.5,0.5
2328,6722,5048,Acquarossa,TI,it,514.0,1807.0,True,514.0,1.0
2329,6723,5048,Acquarossa,TI,it,287.0,1807.0,True,287.0,1.0
2318,6713,5050,Serravalle,TI,it,1372.0,2079.0,True,1372.0,1.0
2319,6714,5050,Serravalle,TI,it,376.0,2079.0,True,376.0,1.0
2331,6742,5077,Pollegio,TI,it,800.0,800.0,True,800.0,1.0
2332,6743,5064,Bodio,TI,it,937.0,937.0,True,937.0,1.0
2333,6744,5076,Personico,TI,it,326.0,326.0,True,326.0,1.0
2334,6745,5073,Giornico,TI,it,806.0,806.0,True,806.0,1.0
2341,6764,5072,Faido,TI,it,180.0,2823.0,True,180.0,1.0
2335,6746,5072,Faido,TI,it,348.0,2823.0,True,348.0,1.0
2336,6747,5072,Faido,TI,it,232.0,2823.0,True,232.0,1.0
2337,6748,5072,Faido,TI,it,72.0,2823.0,True,72.0,1.0
2338,6749,5072,Faido,TI,it,145.0,2823.0,True,145.0,1.0
2339,6760,5072,Faido,TI,it,1488.0,2823.0,True,1488.0,1.0
2340,6763,5072,Faido,TI,it,358.0,2823.0,True,358.0,1.0
2343,6773,5078,Prato (Leventina),TI,it,130.0,388.0,True,130.0,1.0
2342,6772,5078,Prato (Leventina),TI,it,258.0,388.0,True,258.0,1.0
2344,6774,5071,Dalpe,TI,it,174.0,174.0,True,174.0,1.0
2347,6777,5079,Quinto,TI,it,318.0,995.0,True,318.0,1.0
2345,6775,5079,Quinto,TI,it,288.0,995.0,True,288.0,1.0
2346,6776,5079,Quinto,TI,it,389.0,995.0,True,389.0,1.0
2348,6780,5061,Airolo,TI,it,1476.0,1476.0,True,1476.0,1.0
2349,6781,5063,Bedretto,TI,it,102.0,102.0,True,102.0,1.0
2353,6805,5199,Mezzovico-Vira,TI,it,1387.0,1387.0,True,1387.0,1.0
2358,6809,5238,Monteceneri,TI,it,359.0,4535.0,True,359.0,1.0
2359,6809,5391,Comunanza Cadenazzo/Monteceneri,TI,it,359.0,,True,359.0,1.0
2350,6802,5238,Monteceneri,TI,it,2032.0,4535.0,True,2032.0,1.0
2351,6803,5238,Monteceneri,TI,it,880.0,4535.0,True,880.0,1.0
2352,6804,5238,Monteceneri,TI,it,619.0,4535.0,True,619.0,1.0
2354,6806,5238,Monteceneri,TI,it,645.0,4535.0,True,645.0,1.0
2360,6810,5009,Isone,TI,it,395.0,395.0,True,395.0,1.0
2361,6814,5162,Cadempino,TI,it,3214.0,1521.0,True,1521.0,0.47324206596141877
2362,6814,5189,Lamone,TI,it,3214.0,1694.0,True,1694.0,0.5270690728064716
2363,6815,5198,Melide,TI,it,1830.0,1830.0,True,1830.0,1.0
2364,6816,5154,Bissone,TI,it,948.0,948.0,True,948.0,1.0
2365,6817,5195,Maroggia,TI,it,726.0,726.0,True,726.0,1.0
2366,6818,5197,Melano,TI,it,1454.0,1454.0,True,1454.0,1.0
2369,6823,5144,Arogno,TI,it,67.0,986.0,True,67.0,1.0
2368,6822,5144,Arogno,TI,it,947.0,986.0,True,947.0,1.0
2372,6826,5263,Riva San Vitale,TI,it,2626.0,2626.0,True,2626.0,1.0
2374,6828,5242,Balerna,TI,it,3243.0,3240.0,True,3240.0,0.9990749306197965
2376,6832,5250,Chiasso,TI,it,847.0,7581.0,True,847.0,1.0
2375,6830,5250,Chiasso,TI,it,6734.0,7581.0,True,6734.0,1.0
2377,6833,5268,Vacallo,TI,it,3363.0,3363.0,True,3363.0,1.0
2378,6834,5257,Morbio Inferiore,TI,it,4441.0,4441.0,True,4441.0,1.0
2382,6839,5269,Breggia,TI,it,324.0,1926.0,True,324.0,1.0
2379,6835,5269,Breggia,TI,it,711.0,1926.0,True,711.0,1.0
2380,6837,5269,Breggia,TI,it,512.0,1926.0,True,512.0,1.0
2381,6838,5269,Breggia,TI,it,379.0,1926.0,True,379.0,1.0
2387,6855,5266,Stabio,TI,it,2811.0,4491.0,True,2811.0,1.0
2386,6854,5266,Stabio,TI,it,1676.0,4491.0,True,1676.0,1.0
2393,6867,5160,Brusino Arsizio,TI,it,,451.0,True,451.0,1.0
2373,6827,5160,Brusino Arsizio,TI,it,451.0,451.0,True,451.0,1.0
2394,6872,5254,Mendrisio,TI,it,491.0,14902.0,True,491.0,1.0
2371,6825,5254,Mendrisio,TI,it,757.0,14902.0,True,378.5,0.5
2370,6825,5219,Rovio,TI,it,757.0,802.0,True,378.5,0.5
2383,6850,5254,Mendrisio,TI,it,6564.0,14902.0,True,6564.0,1.0
2384,6852,5254,Mendrisio,TI,it,1071.0,14902.0,True,1071.0,1.0
2385,6853,5254,Mendrisio,TI,it,1799.0,14902.0,True,1799.0,1.0
2388,6862,5254,Mendrisio,TI,it,1561.0,14902.0,True,1561.0,1.0
2389,6863,5254,Mendrisio,TI,it,601.0,14902.0,True,601.0,1.0
2390,6864,5254,Mendrisio,TI,it,1285.0,14902.0,True,1285.0,1.0
2391,6865,5254,Mendrisio,TI,it,496.0,14902.0,True,496.0,1.0
2392,6866,5254,Mendrisio,TI,it,302.0,14902.0,True,302.0,1.0
2367,6821,5219,Rovio,TI,it,802.0,802.0,True,802.0,1.0
2397,6875,5249,Castel San Pietro,TI,it,206.0,2194.0,True,206.0,1.0
2395,6873,5249,Castel San Pietro,TI,it,389.0,2194.0,True,389.0,1.0
2396,6874,5249,Castel San Pietro,TI,it,1570.0,2194.0,True,1570.0,1.0
2398,6877,5251,Coldrerio,TI,it,2872.0,2867.0,True,2867.0,0.9982590529247911
2399,6883,5260,Novazzano,TI,it,2338.0,2338.0,True,2338.0,1.0
2407,6916,5186,Grancia,TI,it,477.0,477.0,True,477.0,1.0
2411,6921,5233,Vico Morcote,TI,it,422.0,422.0,True,422.0,1.0
2412,6922,5203,Morcote,TI,it,734.0,734.0,True,734.0,1.0
2413,6924,5225,Sorengo,TI,it,1863.0,1863.0,True,1863.0,1.0
2416,6927,5236,Collina d'Oro,TI,it,607.0,4604.0,True,607.0,1.0
